ID_Piece,NumeroLot,DateProduction,Machine,Materiau,Poste,Equipe,Fournisseur,Diametre_mm,Longueur_mm,Epaisseur_mm,Masse_g,Rugosite_um,Circularite_um,Temperature_C,Vibration_RMS_mm_s,Vibration_Pic_mm_s,NiveauAcoustique_dB,FrequenceDominante_Hz,AmplitudeUltrason_dB,TempsVolUltrason_us,Durete_HV,Conductivite_MS_m,Humidite_pct,Defectueuse
AERO-002042,LOT-2504-0201,05-avr-2025 15:32:00,M06,TI6AL4V,TRAITEMENT,NUIT,FOUR_D,49.945,125.506,7.989,315.105,1.224,23.513,37.65,1.578,5.204,68.563,388.96,75.317,14.8546,245.397,20.267,32.97,0
AERO-002043,LOT-2502-0029,03-févr-2025 05:06:00,M03,AL7075,USINAGE,MATIN,FOUR_B,50.191,125.118,8.109,305.106,0.952,19.895,33.324,1.592,5.61,68.099,402.82,81.84,14.5502,208.597,21.314,53.36,0
AERO-002044,LOT-2507-0174,27-juil-2025 02:02:00,M01,TI6AL4V,USINAGE,NUIT,FOUR_B,50.02,125.086,8.014,310.012,0.906,16.967,36.513,1.334,4.765,67.714,371.34,74.782,14.4313,237.346,19.335,33.89,0
AERO-002045,LOT-2505-0205,22-mai-2025 08:01:00,M06,INCONEL718,USINAGE,MATIN,FOUR_B,49.971,124.484,8.022,319.774,1.316,19.253,31.353,1.67,4.906,69.248,442.28,73.637,14.7427,246.312,17.404,32.36,0
AERO-002046,LOT-2601-0001,20-janv-2026 17:10:00,M06,AL7075,TRAITEMENT,MATIN,FOUR_A,50.074,125.372,7.956,303.781,1.085,14.193,35.113,2.132,5.768,66.656,414.42,81.34,14.3321,200.493,18.726,48.9,0
AERO-002047,LOT-2505-0209,22-mai-2025 01:00:00,M03,AL7075,TRAITEMENT,NUIT,FOUR_A,49.954,125.245,7.988,307.55,1.287,16.092,36.239,1.537,5.899,72.617,444.11,79.022,14.4554,199.124,18.633,51.66,0
AERO-002048,LOT-2512-0098,15-déc-2025 22:23:00,M02,TI6AL4V,TRAITEMENT,MATIN,FOUR_A,49.634,126.624,7.938,315.964,1.105,27.412,31.498,1.172,5.078,64.69,438.5,80.963,14.5871,239.686,19.554,43.52,1
AERO-002049,LOT-2509-0236,10-sept-2025 23:56:00,M04,TI6AL4V,CONTROLE,MATIN,FOUR_A,49.97,124.254,8.011,317.471,2.267,21.987,31.912,1.601,5.836,69.773,498.28,78.064,14.3596,240.379,18.465,34.13,1
AERO-002050,LOT-2601-0205,03-janv-2026 19:32:00,M05,AL7075,USINAGE,NUIT,FOUR_D,49.979,125.037,7.941,303.768,0.945,15.216,32.671,1.76,5.097,70.473,428.87,82.052,14.3524,194.806,17.496,32.44,0
AERO-002051,LOT-2504-0189,02-avr-2025 22:17:00,M03,AL7075,USINAGE,MATIN,FOUR_D,50.225,125.936,7.926,303.024,0.942,15.361,28.317,1.287,5.764,64.414,NaN,79.656,14.4439,208.262,17.422,48.99,0
AERO-002052,LOT-2508-0214,26-août-2025 04:01:00,M03,AL7075,USINAGE,MATIN,FOUR_B,49.782,124.868,8.025,299.736,1.036,17.355,36.197,1.413,4.581,70.321,457.21,81.164,14.5071,208.218,20.735,37.69,0
AERO-002053,LOT-2511-0201,30-nov-2025 10:07:00,M01,AL7075,USINAGE,SOIR,FOUR_A,50.037,125.591,8.057,305.964,1.208,16.26,30.114,1.693,5.085,67.021,486.5,77.491,14.5163,203.705,18.216,44.22,0
AERO-002054,LOT-2502-0209,07-févr-2025 08:05:00,M06,AL7075,CONTROLE,NUIT,FOUR_B,49.925,124.676,8.054,306.593,1.026,17.791,33.915,1.577,5.534,67.246,369.04,84.224,NaN,200.278,19.431,41.69,0
AERO-002055,LOT-2601-0042,20-janv-2026 11:44:00,M06,AL7075,USINAGE,MATIN,FOUR_A,50.054,125.152,8.071,300.517,1.236,16.943,36.629,2.505,6.27,81.534,290.82,72.516,15.1215,212.309,NaN,50.44,1
AERO-002056,LOT-2602-0112,07-févr-2026 18:04:00,M02,INCONEL718,TRAITEMENT,MATIN,FOUR_C,49.972,125.197,8.034,319.062,0.952,13.83,33.248,1.707,6.076,68.163,389.74,69.025,14.5769,267.308,19.188,39.41,0
AERO-002057,LOT-2503-0217,29-mars-2025 06:33:00,M02,AL7075,CONTROLE,NUIT,FOUR_C,50.338,125.23,8.008,312.56,1.371,15.092,32.665,1.072,3.799,67.99,429.31,71.133,14.3037,195.72,20.051,40.39,1
AERO-002058,LOT-2501-0075,07-janv-2025 01:07:00,M05,AL7075,USINAGE,MATIN,FOUR_A,50.142,124.773,NaN,300.614,1.346,14.653,33.132,1.109,4.273,65.383,425.77,78.19,14.6887,194.865,19.647,42.09,0
AERO-002059,LOT-2601-0116,08-janv-2026 09:11:00,M01,AL7075,TRAITEMENT,SOIR,FOUR_C,50.105,125.354,7.967,303.2,1.061,24.309,45.401,2.469,7.122,70.796,384.75,82.449,14.8239,206.229,20.588,46.69,1
AERO-002060,LOT-2506-0100,28-juin-2025 09:48:00,M04,INCONEL718,TRAITEMENT,MATIN,FOUR_C,50.043,125.052,7.872,319.052,1.308,19.436,35.123,1.797,5.996,70.369,367.43,76.791,14.4111,258.338,16.674,44.57,0
AERO-002061,LOT-2511-0147,23-nov-2025 20:30:00,M06,AL7075,CONTROLE,MATIN,FOUR_A,50.062,124.781,8.012,305.912,1.216,20.002,33.913,1.832,5.914,71.711,399.33,76.237,14.474,208.395,20.539,33.12,0
AERO-002062,LOT-2512-0127,04-déc-2025 12:34:00,M01,TI6AL4V,CONTROLE,SOIR,FOUR_C,50.143,125.382,8.096,313.476,1.232,24.349,34.032,1.374,5.561,69.055,429.64,76.8,14.2591,220.768,20.177,49.9,0
AERO-002063,LOT-2601-0085,15-janv-2026 20:11:00,M05,AL7075,TRAITEMENT,SOIR,FOUR_A,49.942,124.932,8.083,304.257,1.029,18.515,36.67,2.037,6.311,70.93,404.28,76.754,14.5983,206.514,19.494,45.89,0
AERO-002064,LOT-2501-0198,02-janv-2025 23:43:00,M02,INCONEL718,USINAGE,MATIN,FOUR_A,50.075,125.166,7.877,322.295,1.375,23.566,34.576,1.089,4.426,64.931,425.86,72.949,14.7847,255.793,18.621,24.4,0
AERO-002065,LOT-2512-0083,26-déc-2025 05:44:00,M06,AL7075,USINAGE,SOIR,FOUR_C,50.033,124.793,7.944,302.383,1.445,21.59,36.267,2.291,5.49,84.321,237.77,63.637,15.6108,209.136,19.449,51.7,1
AERO-002066,LOT-2506-0005,15-juin-2025 08:47:00,M01,INCONEL718,CONTROLE,SOIR,FOUR_B,50.262,125.211,7.954,321.949,1.466,16.141,31.574,1.619,5.351,69.574,404.02,73.292,14.5379,265.099,18.399,39.4,0
AERO-002067,LOT-2505-0049,16-mai-2025 04:57:00,M06,TI6AL4V,TRAITEMENT,NUIT,FOUR_D,49.905,124.843,7.936,313.506,1.662,23.798,33.518,1.868,6.297,67.014,422.08,77.927,14.6815,230.198,16.227,50.64,0
AERO-002068,LOT-2512-0151,20-déc-2025 17:05:00,M06,AL7075,CONTROLE,NUIT,FOUR_D,49.565,125.147,8.007,308.315,1.044,10.464,37.996,2.11,6.512,71.331,454.01,78.12,14.1372,190.68,19.955,22.53,0
AERO-002069,LOT-2502-0239,22-févr-2025 16:28:00,M02,AL7075,TRAITEMENT,MATIN,FOUR_B,49.937,125.333,7.937,300.993,2.264,16.878,30.237,1.689,6.004,65.89,430.77,86.145,14.1405,208.784,16.774,44.39,1
AERO-002027,LOT-2601-0169,15-janv-2026 01:45:00,M04,AL7075,TRAITEMENT,NUIT,FOUR_C,50.195,124.761,7.946,299.255,1.158,20.685,30.144,1.454,5.078,67.792,394.77,76.64,14.3451,209.974,20.185,33.66,0
AERO-002071,LOT-2502-0048,23-févr-2025 18:46:00,M01,AL7075,USINAGE,SOIR,FOUR_A,50.163,123.903,8.044,305.994,1.051,26.964,31.899,1.516,5.06,66.063,349.75,80.45,14.2336,206.009,18.281,49.01,1
AERO-002072,LOT-2505-0222,03-mai-2025 07:35:00,M05,INCONEL718,CONTROLE,NUIT,FOUR_D,50.224,126.52,8.089,322.369,1.217,36.586,35.774,1.787,5.575,67.327,402.29,80.316,14.8132,247.415,20.851,41.04,1
AERO-002073,LOT-2502-0135,21-févr-2025 15:59:00,M05,TI6AL4V,USINAGE,NUIT,FOUR_D,50.34,124.962,7.909,316.148,1.145,12.904,35.975,1.717,5.96,70.332,407.55,75.846,14.3611,229.157,19.029,49.43,0
AERO-002074,LOT-2509-0085,15-sept-2025 14:45:00,M01,TI6AL4V,TRAITEMENT,SOIR,FOUR_A,50.059,124.779,8.055,312.985,1.292,17.685,34.3,1.248,5.065,70.78,432.02,74.17,14.537,224.102,18.568,42.35,0
AERO-002075,LOT-2509-0180,10-sept-2025 12:10:00,M01,AL7075,USINAGE,NUIT,FOUR_A,49.519,126.727,7.997,299.156,0.968,36.597,33.938,1.715,5.51,67.839,410.1,80.802,14.3707,202.876,NaN,NaN,1
AERO-002076,LOT-2506-0003,28-juin-2025 14:16:00,M02,AL7075,USINAGE,SOIR,FOUR_A,50.19,124.915,7.988,303.22,1.112,23.763,33.704,1.749,5.636,69.871,475.52,77.867,14.4764,209.214,19.513,37.65,0
AERO-002077,LOT-2509-0040,20-sept-2025 01:06:00,M01,AL7075,TRAITEMENT,MATIN,FOUR_C,50.081,124.96,8.03,301.054,1.295,20.063,34.802,1.602,5.082,64.269,430.82,77.938,14.5576,202.012,17.095,29.24,0
AERO-002078,LOT-2510-0003,29-oct-2025 08:25:00,M03,INCONEL718,CONTROLE,MATIN,FOUR_A,50.004,124.543,7.78,321.409,1.116,17.562,35.314,1.148,4.447,64.625,375.68,74.345,14.5324,252.436,19.035,51.81,0
AERO-002079,LOT-2601-0030,14-janv-2026 08:16:00,M01,INCONEL718,TRAITEMENT,MATIN,FOUR_B,50.009,124.335,8.031,319.567,1.162,19.72,35.416,1.7,5.697,64.302,418.48,73.608,14.3787,246.803,19.977,39.55,0
AERO-002080,LOT-2509-0168,13-sept-2025 07:52:00,M02,AL7075,CONTROLE,NUIT,FOUR_D,49.254,126.187,7.921,301.977,0.802,43.32,35.715,1.63,6.345,65.582,385.84,83.32,14.4218,210.276,16.874,43.42,1
AERO-002081,LOT-2511-0216,10-nov-2025 20:40:00,M03,INCONEL718,USINAGE,MATIN,FOUR_B,50.532,125.261,8.016,323.169,0.613,15.023,29.997,1.317,4.604,82.508,240.1,57.167,15.4794,257.655,19.718,42.1,1
AERO-002082,LOT-2508-0178,22-août-2025 01:32:00,M06,TI6AL4V,USINAGE,NUIT,FOUR_C,50.176,124.392,8.037,308.092,0.994,15.482,35.125,1.93,5.969,72.1,385.39,80.92,14.2165,238.506,18.519,44.9,0
AERO-002083,LOT-2512-0129,08-déc-2025 21:45:00,M04,TI6AL4V,CONTROLE,MATIN,FOUR_B,50.207,125.128,8.065,314.316,1.295,13.807,32.187,1.028,4.692,67.226,488.74,73.99,14.7239,250.973,16.335,47.69,0
AERO-002084,LOT-2601-0208,11-janv-2026 03:31:00,M02,INCONEL718,USINAGE,MATIN,FOUR_C,49.846,124.681,7.898,320.523,2.358,21.208,35.186,1.208,4.293,67.815,427.68,69.78,14.4418,247.647,16.674,52.48,1
AERO-002085,LOT-2511-0204,04-nov-2025 09:44:00,M01,INCONEL718,USINAGE,SOIR,FOUR_A,50.045,124.68,8.067,321.225,0.98,25.622,28.203,1.715,5.801,69.38,414.86,80.883,14.3525,243.368,20.627,47.35,0
AERO-002086,LOT-2507-0083,18-juil-2025 13:41:00,M04,AL7075,TRAITEMENT,MATIN,FOUR_B,49.896,124.472,7.981,301.21,0.683,24.321,31.815,1.49,5.462,71.03,437.43,82.007,14.6534,206.604,19.248,44.03,0
AERO-002087,LOT-2506-0194,16-juin-2025 22:07:00,M06,AL7075,TRAITEMENT,MATIN,FOUR_A,49.852,125.118,8.101,300.808,1.267,17.37,37.586,1.549,5.652,70.359,439.55,76.373,14.6113,210.901,19.795,53.14,0
AERO-002088,LOT-2503-0108,24-mars-2025 17:56:00,M03,AL7075,CONTROLE,MATIN,FOUR_A,49.954,124.974,8.027,292.302,1.69,18.345,32.318,1.525,4.562,65.166,428.89,72.044,14.5383,204.359,21.44,42.14,1
AERO-002089,LOT-2508-0043,10-août-2025 19:56:00,M05,TI6AL4V,TRAITEMENT,SOIR,FOUR_D,50.018,125.301,8.06,319.649,1.123,16.726,35.434,1.628,5.263,70.431,435.21,82.708,14.489,240.556,18.27,43.21,0
AERO-002090,LOT-2507-0076,17-juil-2025 15:11:00,M05,AL7075,TRAITEMENT,MATIN,FOUR_A,50.007,124.372,7.916,300.084,1.106,12.871,29.808,NaN,4.998,68.854,479.23,76.835,14.2681,202.123,18.033,39.24,0
AERO-002091,LOT-2509-0192,07-sept-2025 07:10:00,M03,AL7075,CONTROLE,SOIR,FOUR_A,50.145,124.896,8.088,296.401,1.037,23.297,35.943,1.137,4.58,63.403,NaN,83.639,14.5489,215.114,17.515,38.86,0
AERO-002092,LOT-2508-0017,08-août-2025 10:47:00,M04,AL7075,TRAITEMENT,NUIT,FOUR_A,50.138,125.146,7.957,301.883,1.038,18.51,32.247,1.386,5.785,69.313,432.7,79.65,14.5336,195.705,19.464,49.68,0
AERO-002093,LOT-2504-0080,20-avr-2025 01:45:00,M02,TI6AL4V,TRAITEMENT,MATIN,FOUR_C,50.127,125.319,8.029,316.733,1.349,25.12,33.951,1.293,4.996,87.916,245.15,58.833,15.2313,225.807,20.437,42.2,1
AERO-002094,LOT-2503-0086,02-mars-2025 04:35:00,M06,TI6AL4V,TRAITEMENT,MATIN,FOUR_B,49.965,124.274,7.955,313.391,1.189,10.715,35.83,1.617,5.593,69.026,453.2,76.074,14.3595,229.688,19.436,52.01,0
AERO-002095,LOT-2501-0082,14-janv-2025 03:25:00,M05,AL7075,CONTROLE,SOIR,FOUR_D,49.957,125.435,8.1,298.699,1.559,21.919,34.23,1.423,5.344,72.925,438.51,74.162,14.3821,169.687,18.641,38.56,1
AERO-002096,LOT-2511-0085,25-nov-2025 11:04:00,M01,AL7075,USINAGE,MATIN,FOUR_B,50.13,124.647,8.017,301.107,1.147,13.479,34.486,1.099,4.462,66.012,461.48,79.603,14.6948,199.251,19.493,49.45,0
AERO-002097,LOT-2602-0203,09-févr-2026 10:38:00,M03,AL7075,CONTROLE,MATIN,FOUR_B,50.443,126.293,8.093,302.925,0.98,28.265,33.926,1.271,4.804,71.855,449.78,81.168,13.8706,202.193,17.246,48.24,1
AERO-002098,LOT-2506-0008,15-juin-2025 01:23:00,M04,AL7075,USINAGE,SOIR,FOUR_D,50.147,125.105,7.915,307.527,1.049,19.796,29.593,1.147,4.402,67.188,361.74,78.614,14.2544,204.91,19.842,47.68,0
AERO-002099,LOT-2506-0058,01-juin-2025 02:35:00,M05,AL7075,TRAITEMENT,NUIT,FOUR_D,50.091,125.154,7.992,302.093,1.269,20.709,28.887,1.92,5.35,71.031,468.54,79.612,14.729,211.916,21.534,42.27,0
AERO-002100,LOT-2504-0232,20-avr-2025 05:16:00,M01,AL7075,USINAGE,MATIN,FOUR_D,50.077,123.911,7.904,299.133,2.186,13.878,33.087,1.057,4.573,69.697,441.4,82.598,14.2638,189.175,14.618,42.29,1
AERO-002101,LOT-2510-0082,21-oct-2025 06:02:00,M03,INCONEL718,USINAGE,SOIR,FOUR_C,49.985,125.128,7.901,319.753,NaN,20.182,34.118,1.661,5.382,68.157,443.5,68.57,14.565,247.359,18.794,47.95,0
AERO-002102,LOT-2506-0221,21-juin-2025 10:18:00,M03,AL7075,USINAGE,MATIN,FOUR_B,50.203,124.867,7.954,301.901,1.037,13.087,33.554,1.278,4.911,70.559,411,78.478,14.1557,194.204,22.383,34.58,0
AERO-002103,LOT-2506-0155,16-juin-2025 02:06:00,M03,AL7075,CONTROLE,SOIR,FOUR_D,49.483,123.804,7.998,305.392,1.265,38.421,31.583,0.974,4.299,68.406,444.07,84.518,14.6557,205.186,19.157,45.9,1
AERO-002104,LOT-2504-0133,03-avr-2025 10:33:00,M05,AL7075,CONTROLE,SOIR,FOUR_C,50.112,125.08,8.021,299.763,1.424,21.354,37.322,1.358,4.605,70.392,401.01,80.989,14.5151,213.188,19.693,60.26,0
AERO-002105,LOT-2503-0199,28-mars-2025 06:44:00,M01,AL7075,USINAGE,MATIN,FOUR_D,50.134,125.079,8.024,302.88,0.764,23.59,37.004,1.475,5.679,64.856,397.25,86.069,14.5653,213.932,21.15,52.85,0
AERO-002106,LOT-2505-0135,08-mai-2025 19:18:00,M03,AL7075,USINAGE,SOIR,FOUR_D,49.846,125.651,8.027,304.352,1.101,12.974,34.061,1.564,6.101,65.405,393.39,80.125,14.1501,188.155,18.429,42.8,0
AERO-002107,LOT-2509-0014,19-sept-2025 16:12:00,M05,AL7075,CONTROLE,NUIT,FOUR_C,49.894,125.012,8.071,301.155,0.716,17.822,44.587,3.67,7.813,67.853,380.76,77.938,14.196,204.708,19.02,50.27,1
AERO-002108,LOT-2503-0168,12-mars-2025 08:22:00,M05,AL7075,TRAITEMENT,MATIN,FOUR_A,50.167,124.278,8.105,308.327,2.192,16.448,36.335,1.791,4.987,67.473,444.38,74.461,13.9415,184.568,17.236,53.04,1
AERO-002109,LOT-2511-0027,04-nov-2025 08:05:00,M03,TI6AL4V,USINAGE,SOIR,FOUR_A,50.114,125.044,7.927,302.049,1.039,12.999,33.372,1.28,5.44,64.112,486.83,74.859,14.4422,223.317,20.196,45.35,0
AERO-002110,LOT-2504-0220,01-avr-2025 01:50:00,M05,AL7075,TRAITEMENT,NUIT,FOUR_C,49.57,124.811,7.97,304.641,1.194,18.531,33.377,1.594,5.287,67.267,375.59,79.292,14.4691,207.074,19.838,46.86,0
AERO-002111,LOT-2501-0043,13-janv-2025 23:49:00,M04,TI6AL4V,USINAGE,SOIR,FOUR_B,49.987,124.904,8.077,312.567,1.175,16.659,32.076,1.172,NaN,71.223,355.06,80.105,14.2808,239.476,18.03,40.86,0
AERO-002112,LOT-2510-0055,20-oct-2025 15:16:00,M02,AL7075,CONTROLE,SOIR,FOUR_C,49.817,125.315,7.963,303.386,1.195,18.168,35.624,1.363,5.601,67.143,428.19,81.62,14.7149,209.76,17.409,55.51,0
AERO-002113,LOT-2511-0179,16-nov-2025 23:59:00,M04,TI6AL4V,USINAGE,MATIN,FOUR_B,49.729,124.906,7.968,315.911,1.374,15.194,30.596,1.5,5.638,69.022,390.62,71.259,14.1046,238.036,20.145,50,0
AERO-002114,LOT-2509-0223,26-sept-2025 10:32:00,M04,AL7075,USINAGE,MATIN,FOUR_A,49.995,124.797,7.909,303.53,1.184,20.974,NaN,1.974,5.803,70.929,444.04,81.75,14.6073,220.567,18.103,42.23,0
AERO-002115,LOT-2503-0197,18-mars-2025 23:13:00,M05,TI6AL4V,CONTROLE,MATIN,FOUR_A,50.095,125.158,8.043,315.282,1.09,18.397,29.639,1.744,5.136,62.62,451.78,74.496,14.6597,242.324,19.256,43.37,0
AERO-002116,LOT-2509-0004,09-sept-2025 23:19:00,M04,AL7075,USINAGE,MATIN,FOUR_A,50.197,125.15,8.069,298.717,1.445,16.914,33.999,1.004,4.445,65.943,401.8,78.98,14.3799,188.856,19.971,46.53,0
AERO-002117,LOT-2502-0087,18-févr-2025 17:51:00,M05,TI6AL4V,USINAGE,NUIT,FOUR_B,49.935,125.196,7.977,313.397,1.088,19.543,33.834,1.42,4.464,65.858,397.94,81.023,14.4577,229.098,18.606,45.65,0
AERO-002118,LOT-2601-0216,22-janv-2026 15:19:00,M02,AL7075,CONTROLE,SOIR,FOUR_C,49.941,124.675,8.021,302.725,1.433,19.44,33.113,1.448,5.426,70.903,442.24,77.332,14.6068,209.215,19.479,48.7,0
AERO-002119,LOT-2506-0174,12-juin-2025 03:37:00,M06,TI6AL4V,TRAITEMENT,NUIT,FOUR_C,50.096,125.32,8.037,316.164,0.865,17.681,34.047,1.542,5.89,71.689,388.61,73.494,14.8258,235.275,20.628,47.37,0
AERO-002120,LOT-2503-0127,12-mars-2025 22:34:00,M05,TI6AL4V,USINAGE,NUIT,FOUR_C,49.935,124.782,8.066,316.436,1.469,18.249,31.157,1.438,4.877,NaN,239.8,53.182,15.2606,239.472,18.032,48,1
AERO-002121,LOT-2509-0231,10-sept-2025 09:55:00,M06,TI6AL4V,TRAITEMENT,MATIN,FOUR_A,49.908,124.903,7.902,311.685,1.8,20.507,31.956,2.109,6.118,64.563,412.53,73.887,14.4444,190.038,18.902,36.57,1
AERO-002122,LOT-2601-0116,13-janv-2026 06:30:00,M05,INCONEL718,USINAGE,MATIN,FOUR_A,50.702,124.578,NaN,318.772,1.172,34.875,37.532,1.819,5.133,69.181,395.21,70.803,14.4025,257.148,20.11,38.87,1
AERO-002123,LOT-2501-0016,13-janv-2025 08:12:00,M03,AL7075,USINAGE,MATIN,FOUR_D,49.97,124.201,7.952,300.694,0.968,21.675,30.795,1.396,5.215,65.58,404.9,81.018,14.528,NaN,17.718,54.56,0
AERO-002124,LOT-2602-0227,22-févr-2026 19:36:00,M06,TI6AL4V,TRAITEMENT,MATIN,FOUR_B,50.015,125.362,7.899,311.113,1.175,21.202,35.833,2.164,4.773,72.151,401.01,71.8,14.2796,NaN,17.66,44.56,0
AERO-002125,LOT-2501-0079,22-janv-2025 14:08:00,M03,INCONEL718,USINAGE,SOIR,FOUR_A,49.521,125.104,8.096,325.402,0.688,20.085,35.417,NaN,5.222,71.425,415.25,77.05,14.764,258.305,20.537,45.15,0
AERO-002126,LOT-2507-0176,17-juil-2025 10:19:00,M05,TI6AL4V,TRAITEMENT,MATIN,FOUR_B,49.725,125.245,8.09,316.073,0.857,15.82,36.816,1.535,4.862,69.991,406.62,75.395,14.4433,233.579,17.896,47.07,0
AERO-002127,LOT-2504-0173,21-avr-2025 18:51:00,M01,AL7075,CONTROLE,MATIN,FOUR_A,50.099,125.753,7.952,301.696,1.023,13.976,28.092,0.962,4.158,71.401,399.51,83.376,14.2121,210.324,19.127,34.79,0
AERO-002128,LOT-2501-0148,22-janv-2025 02:41:00,M04,TI6AL4V,USINAGE,SOIR,FOUR_A,50.061,125.019,7.863,317.412,1.061,19.283,28.297,1.651,4.964,71.623,399.9,79.694,14.7574,220.643,18.244,46.77,0
AERO-002129,LOT-2506-0081,25-juin-2025 12:28:00,M01,AL7075,TRAITEMENT,SOIR,FOUR_D,49.856,125.18,7.938,314.057,1.715,13.253,34.016,0.952,3.757,68.929,360.02,78.099,14.509,177.436,19.156,54.43,1
AERO-002130,LOT-2503-0069,13-mars-2025 05:55:00,M06,TI6AL4V,USINAGE,MATIN,FOUR_C,49.902,124.969,7.937,313.578,0.792,19.062,35.485,1.541,5.386,66.307,487.66,77.092,14.3453,232.058,19.492,47.09,0
AERO-002131,LOT-2506-0173,13-juin-2025 22:27:00,M04,TI6AL4V,TRAITEMENT,MATIN,FOUR_A,49.902,124.825,8.046,318.786,0.719,23.792,32.203,1.173,4.568,64.238,881.51,80.89,14.6498,226.066,21.151,52.98,0
AERO-002132,LOT-2510-0064,21-oct-2025 19:50:00,M02,INCONEL718,USINAGE,SOIR,FOUR_A,49.82,125.561,8.074,323.322,0.895,12.143,34.564,1.226,5.142,63.219,482.59,76.648,14.5325,257.849,18.105,33.13,0
AERO-002133,LOT-2506-0068,08-juin-2025 21:34:00,M05,TI6AL4V,CONTROLE,NUIT,FOUR_B,49.837,124.579,7.964,311.518,1.09,23.552,35.077,1.517,5.87,68.675,441.47,75.258,14.512,222.599,18.99,39.97,0
AERO-002134,LOT-2510-0119,24-oct-2025 14:54:00,M03,TI6AL4V,USINAGE,SOIR,FOUR_C,50.394,125.036,7.938,319.66,0.883,20.077,32.681,1.394,5.75,71.372,402.65,71.927,14.5074,238.073,19.632,32.59,0
AERO-002135,LOT-2512-0056,26-déc-2025 07:34:00,M03,AL7075,CONTROLE,MATIN,FOUR_C,50.076,125.351,7.967,305.689,1.229,22.76,36.8,1.655,5.858,67.493,440.44,76.697,14.6569,202.074,18.926,42.76,0
AERO-002136,LOT-2509-0187,12-sept-2025 02:30:00,M01,AL7075,CONTROLE,NUIT,FOUR_B,49.546,125.613,8.006,301.711,1.266,16.643,50.895,3.65,8.52,67.566,NaN,79.255,14.3605,206.793,17.127,37.26,1
AERO-002137,LOT-2511-0197,05-nov-2025 10:58:00,M02,AL7075,USINAGE,SOIR,FOUR_D,50.061,124.515,7.989,309.096,0.988,20.494,29.806,1.581,5.334,68.988,368.31,77.493,14.3378,191.146,19.757,36.1,0
AERO-002138,LOT-2601-0023,29-janv-2026 21:50:00,M01,INCONEL718,CONTROLE,MATIN,FOUR_A,50.261,124.73,7.972,317.55,0.897,22.878,31.369,1.119,4.437,67.423,421.29,77.276,14.8375,256.704,18.91,43.24,0
AERO-002139,LOT-2502-0074,22-févr-2025 01:32:00,M06,INCONEL718,USINAGE,MATIN,FOUR_B,49.908,124.825,8.049,323.394,1.45,15.63,35.628,2.143,5.733,69.83,424.85,74.973,14.5012,244.545,18.578,49.24,0
AERO-002140,LOT-2506-0108,18-juin-2025 14:40:00,M06,AL7075,USINAGE,SOIR,FOUR_A,49.886,125.266,7.877,304.019,1.064,19.931,38.247,1.786,5.812,74.309,421.36,83.743,14.4843,203.211,17.048,35.09,0
AERO-002141,LOT-2507-0130,12-juil-2025 15:54:00,M02,INCONEL718,USINAGE,NUIT,FOUR_B,49.947,124.321,8.053,323.63,0.828,13.595,34.584,1.552,5.33,65.99,431.84,78.742,14.6127,267.19,NaN,46.58,0
AERO-002142,LOT-2502-0140,15-févr-2025 22:13:00,M01,TI6AL4V,USINAGE,NUIT,FOUR_A,50.132,124.757,7.995,318.018,0.539,19.705,33.227,1.407,4.582,64.999,383.58,76.361,14.7487,232.433,20.099,28.3,0
AERO-002143,LOT-2509-0104,13-sept-2025 19:29:00,M05,AL7075,USINAGE,SOIR,FOUR_B,50.284,125.822,8.098,301.803,1.317,12.735,37.523,1.489,4.398,68.329,516.45,75.315,14.2154,186.999,21.609,51.21,0
AERO-002144,LOT-2601-0164,21-janv-2026 03:01:00,M04,AL7075,CONTROLE,MATIN,FOUR_A,50.038,124.96,8.04,304.992,1.178,16.56,36.208,1.623,4.59,70.906,418.89,82.357,14.5127,206.668,19.468,43.27,0
AERO-002145,LOT-2506-0038,19-juin-2025 04:12:00,M01,AL7075,USINAGE,SOIR,FOUR_A,50.119,125.164,7.788,303.668,0.937,12.068,28.249,1.382,4.482,64.258,501.1,73.293,14.9911,206.67,18.189,31.88,0
AERO-002146,LOT-2507-0123,03-juil-2025 01:02:00,M03,AL7075,CONTROLE,SOIR,FOUR_C,50.133,125.041,8.063,304.509,1.279,22.24,36.453,2.846,8.433,65.956,419.17,78.548,14.4005,206.988,17.767,43.67,1
AERO-002147,LOT-2505-0103,22-mai-2025 19:45:00,M06,TI6AL4V,CONTROLE,SOIR,FOUR_B,49.748,126.259,7.864,313.5,1.11,41.105,38.667,1.47,5.708,64.321,460.46,80.458,14.7175,245.915,20.329,50.69,1
AERO-002148,LOT-2501-0057,19-janv-2025 16:27:00,M06,INCONEL718,CONTROLE,MATIN,FOUR_D,50.148,125.028,7.985,325.628,1.514,16.304,36.62,1.479,4.688,69.913,423.88,73.119,14.5945,257.093,18.762,47.73,0
AERO-002149,LOT-2602-0111,21-févr-2026 13:23:00,M02,TI6AL4V,USINAGE,NUIT,FOUR_B,49.809,126.752,7.993,316.282,1.33,46.831,37.233,1.185,4.617,65.723,405.5,NaN,14.5115,226.446,21.542,35.72,1
AERO-002150,LOT-2501-0037,02-janv-2025 17:54:00,M03,TI6AL4V,CONTROLE,SOIR,FOUR_B,49.914,125.527,7.93,313.497,1.121,13.332,33.255,1.621,5.347,71.508,489.92,76.104,14.4275,237.296,18.38,48.78,0
