ID,Diametre_mm,Masse_g,Rugosite_um,Temperature_C,Vibration_mm_s,Couleur_indice,Ultrason_dB,Durete_HV,Defectueuse,TypeDefaut
P1019,50.616,116.962,1.674,43.141,3.426,0.6122,62.665,154.544,1,3
P1020,50.696,119.785,2.695,37.886,2.525,0.5091,62.731,195.278,1,2
P1021,50.084,120.8,1.004,38.93,3.998,0.5444,73.463,166.466,1,3
P1022,50.035,120.286,1.094,35.536,1.707,0.5704,71.878,205.381,0,0
P1023,49.917,119.372,1.276,35.795,0.957,0.5382,80.592,206.857,0,0
P1024,49.768,117.959,1.725,35.999,2.209,0.503,71.805,207.852,0,0
P1025,50.148,NaN,1.214,34.142,1.27,0.5442,77.377,213.291,0,0
P1026,49.683,117.361,1.536,40.748,4.013,0.6538,68.486,212.151,1,4
P1027,50.511,120.218,2.788,38.869,1.321,NaN,77.706,174.046,1,2
P1028,50.157,121.936,1.112,33.027,1.198,0.5248,75.468,209.532,0,0
P1029,50.212,118.221,1.503,38.297,1.855,0.5046,81.61,191.321,0,0
P1030,50.13,123.842,1.166,33.891,1.585,0.5375,71.663,206.682,0,0
P1031,49.393,120.629,2.253,47.659,2.191,0.7025,74.408,153.786,1,4
P1032,50.172,109.172,2.522,34.743,2.982,0.4804,75.138,177.895,1,2
P1033,49.591,122.081,1.363,38.364,NaN,0.508,75.894,196.176,0,0
P1034,50.343,126.275,1.577,39.809,3.554,0.6416,61.279,185.776,1,4
P1035,50.402,121.934,1.316,31.818,1.591,0.5412,80.365,194.65,0,0
P1036,50.422,120.039,1.467,40.03,3.347,0.5589,70.745,181.408,1,1
P1037,50.135,118.954,0.878,31.178,2.015,0.4539,77.256,216.836,0,0
P1038,50.04,123.382,1.279,35.323,0.891,0.4792,75.634,205.412,0,0
P1039,50.08,119.178,1.168,32.342,1.161,0.495,76.724,196.469,0,0
P1040,49.801,119.494,1.265,41.324,1.01,0.5506,74.138,213.285,0,0
P1041,49.836,118.199,2.098,39.644,3.252,0.59,53.724,188.669,1,1
P1042,50.052,118.792,1.38,33.345,2.226,0.5469,80.625,205.564,0,0
P1043,49.737,117.012,1.904,37.292,2.29,0.6668,71.943,185.179,1,1
P1044,49.949,120.496,1.445,35.493,1.266,0.5454,69.625,199.718,0,0
P1045,50.05,119.237,1.519,40.656,3.523,0.5647,57.411,157.013,1,3
P1046,50.048,120.889,1.293,28.417,1.62,0.5272,74.333,196.184,0,0
P1047,50.259,120.942,1.307,29.91,1.459,0.5135,83.906,205.206,0,0
P1048,49.9,119.248,1.209,32.901,1.306,0.5212,71.923,201.908,0,0
P1049,50.365,117.845,1.307,39.047,2.111,0.5143,83.249,202.11,0,0
P1050,50.083,117.779,1.559,36.897,2.012,0.5178,77.694,208.059,0,0
P1051,50.035,119.37,1.382,36.046,1.463,0.5032,70.986,196.479,0,0
P1052,48.898,NaN,0.924,44.293,2.857,0.5591,62.674,195.595,1,1
P1053,50.022,123.614,1.364,31.316,1.331,0.4893,72.629,190.549,0,0
P1054,50.197,120.539,1.559,34.515,1.345,0.5077,80.68,198.549,0,0
P1055,49.904,117.908,2.23,39.001,2.808,0.5675,41.857,186.991,1,3
P1056,50.948,123.957,1.575,42.711,3.109,0.667,54.945,209.718,1,1
P1057,50.086,122.409,0.97,32.26,1.817,0.4853,65.531,200.112,0,0
P1058,49.98,119.502,2.562,45.797,2.55,0.546,67.499,137.219,1,3
P1059,49.874,119.453,1.619,35.729,1.57,0.5193,74.999,207.804,0,0
P1060,50.017,122.038,0.904,38.091,1.441,0.5461,81.057,198.047,0,0
P1061,49.477,116.867,1.783,38.873,2.508,0.6692,70.348,187.198,1,1
P1062,50.197,120.17,0.975,37.402,1.759,0.5512,74.751,203.474,0,0
P1063,49.719,124.359,3.421,38.431,2.69,0.4818,75.655,181.197,1,2
P1064,50.273,119.726,1.118,32.744,1.689,0.5509,76.051,203.16,0,0
P1065,50.13,120.474,1.385,31.676,1.741,0.5034,71.74,186.728,0,0
P1066,50.279,117.086,1.146,26.952,1.849,0.5048,76.802,205.634,0,0
P1067,50.554,114.761,NaN,35.093,3.275,0.6521,56.787,197.103,1,1
P1068,49.893,119.096,2.169,43.306,3.593,0.6276,61.115,194.136,1,4
P1069,49.807,118.225,0.858,35.192,1.333,0.4586,65.962,214.938,0,0
P1070,50.11,120.868,1.461,34.516,1.83,0.5857,75.678,201.179,0,0
P1071,49.948,117.511,2.279,39.433,2.923,0.5671,58.136,192.16,1,3
P1072,49.955,NaN,2.364,38.976,2.116,0.7439,63.923,182.811,1,2
P1073,50.659,120.62,1.016,43.296,4.011,0.6965,57.161,192.834,1,4
P1074,49.844,124.344,0.933,43.705,4.173,0.5998,55.376,169.095,1,4
P1075,50.118,119.333,2.691,40.536,2.217,0.5622,56.21,173.705,1,2
P1076,50.056,119.527,0.603,31.628,1.46,0.5067,76.965,207.803,0,0
P1077,50.211,119.102,1.269,33.992,1.679,0.4854,76.191,204.725,0,0
P1078,49.994,125.616,2.706,44.862,2.524,0.7392,64.576,180.126,1,2
P1079,49.986,120.287,1.207,36.034,1.84,0.5078,77.062,206.734,0,0
P1080,50.123,118.552,1.39,41.483,1.666,0.4795,74.586,202.566,0,0
P1081,50.039,119.724,1.372,33.122,1.1,0.526,75.111,207.06,0,0
P1082,50.037,118.49,2.175,42.825,3.448,0.7992,66.311,200.474,1,2
P1083,50.099,119.448,1.793,38.502,2.795,0.5976,60.5,169.237,1,1
P1084,50.065,119.107,0.861,32.621,1.819,0.5387,77.489,210.482,0,0
P1085,50.391,122.281,1.536,36.931,1.706,0.7221,37.674,140.276,1,3
P1086,49.864,NaN,1.04,37.211,2.157,0.5209,84.787,193.626,0,0
P1087,49.596,115.673,2.182,26.277,1.941,0.6334,65.241,188.681,1,2
P1088,49.919,118.209,1.201,31.872,1.88,0.4713,74.036,204.24,0,0
P1089,49.813,121.315,1.639,34.703,1.932,0.4794,75.801,213.615,0,0
P1090,50.231,125.858,2.045,49.573,2.496,0.5777,65.34,178.526,1,3
P1091,50.226,118.047,1.115,28.931,0.929,0.4895,68.823,204.871,0,0
P1092,49.752,123.107,1.143,33.167,0.987,0.4993,81.209,211.537,0,0
P1093,49.889,120.673,1.469,37.312,1.844,0.5326,74.696,195.663,0,0
P1094,49.689,119.657,1.463,32.181,1.497,0.5096,80.737,212.275,0,0
P1095,49.915,117.375,0.971,37.524,1.609,0.5287,75.475,205.258,0,0
P1096,50.283,120.577,2.733,42.292,2.989,0.4779,69.407,169.906,1,2
P1097,50.437,123.178,1.321,39.337,2.969,0.7191,55.1,146.393,1,3
P1098,49.811,121.063,1.485,34.402,1.323,0.4825,75.697,201.219,0,0
P1099,49.577,113.186,2.064,37.53,3.652,0.6696,58.604,216.006,1,2
P1100,50.415,117.948,1.127,31.767,1.597,0.4932,70.567,198.325,0,0
P1101,50.118,119.104,1.16,33.325,1.082,0.4941,72.78,206.889,0,0
P1102,50.065,120.504,1.542,36.621,1.707,0.5227,70.28,200.5,0,0
P1103,49.677,118.349,1.345,32.073,1.517,0.5416,73.784,216.736,0,0
P1104,50.142,119.479,1.115,35.088,1.616,0.5579,80.209,207.401,0,0
P1105,50.031,120.208,1.87,48.858,2.585,0.6267,71.256,186.989,1,3
P1106,50.139,119.844,1.5,37.06,1.52,0.5463,72.844,214.072,0,0
P1107,49.931,118.932,1.466,34.165,1.483,0.5229,80.328,202.969,0,0
P1108,49.915,118.929,1.05,36.602,0.929,0.5416,82.866,211.18,0,0
P1109,49.888,120.105,1.158,41.191,1.795,0.5736,NaN,206.654,0,0
P1110,49.878,117.58,1.489,34.169,1.466,0.5082,76.663,199.763,0,0
P1111,50.034,120.958,1.582,38.808,3.466,0.5779,55.305,185.881,1,3
P1112,50.529,124.16,2.162,42.665,4.848,0.5818,51.211,210.481,1,4
P1113,50.28,121.071,1.297,38.539,1.722,0.5215,75.095,201.561,0,0
P1114,49.51,117.933,2.217,46.286,4.376,0.6002,59.089,165.27,1,4
P1115,50.043,126.404,2.392,40.191,3.653,0.6302,50.42,159.141,1,3
P1116,49.791,122.077,1.2,36.036,1.699,0.5262,78.458,193.744,0,0
P1117,50.131,127.09,3.026,39.884,1.829,0.6754,56.79,173.231,1,3
P1118,50.37,119.981,1.065,32.543,1.661,0.5406,72.11,197.88,0,0
P1119,50.107,119.303,1.369,35.273,1.521,0.5231,75.109,207.092,0,0
P1120,50.091,118.273,1.658,36.833,1.826,0.5124,72.684,198.924,0,0
P1121,49.823,123.926,1.336,47.196,4.629,0.4994,69.211,187.543,1,4
P1122,50.444,124.981,2.919,40.497,2.236,0.5802,58.286,165.747,1,2
P1123,49.322,128.939,1.81,40.141,2.843,0.6264,69.572,170.327,1,1
P1124,49.604,122.918,1.127,45.435,4.118,0.6771,62.889,213.869,1,4
P1125,49.216,127.375,1.952,39.569,2.158,0.5514,71.598,164.295,1,1
P1126,50.09,118.509,2.77,53.322,NaN,0.6057,61.482,185.771,1,2
P1127,50.908,118.468,2.508,39.761,3.566,0.532,51.407,180.911,1,2
P1128,NaN,124.097,2.494,36.02,2.064,0.7569,71.899,186.086,1,2
P1129,50.476,119.604,2.604,36.916,4.566,0.6094,NaN,192.504,1,2
P1130,50.236,122.406,2.212,32.305,1.084,0.6875,52.042,187.867,1,1
P1131,50.04,115.341,1.621,35.872,3.868,0.5296,46.244,204.086,1,3
P1132,49.802,122.578,1.118,31.605,NaN,0.4845,69.119,215.87,0,0
P1133,49.85,118.133,1.22,31.823,1.157,0.5191,70.795,201.136,0,0
P1134,49.871,118.95,1.11,35.854,1.273,0.5134,76.373,202.788,0,0
P1135,49.76,116.748,1.381,47.672,3.726,0.6296,49.507,206.436,1,4
P1136,50.654,114.162,2.215,42.109,1.708,0.6088,48.822,NaN,1,2
P1137,50.277,118.927,1.321,34.932,1.339,0.4744,77.315,198.61,0,0
P1138,50.074,122.096,1.288,37.94,1.869,0.4959,71.383,210.786,0,0
P1139,50.08,123.693,2.815,45.682,2.177,0.6015,58.108,227.403,1,2
P1140,50.165,116.624,1.363,NaN,1.251,0.4662,72.284,213.285,0,0
P1141,50.114,120.81,1.521,32.745,1.22,0.522,72.053,209.422,0,0
P1142,50.252,121.076,1.683,37.592,1.594,0.5299,76.775,217.203,0,0
P1143,50.152,116.077,2.161,34.85,1.864,0.6826,55.38,132.542,1,2
P1144,50.351,121.163,1.088,34.904,1.344,0.4994,71.627,206.022,0,0
P1145,49.466,113.456,1.943,38.73,5.069,0.5798,55.756,196.399,1,4
P1146,50.344,115.965,2.004,43.862,3.393,0.5935,67.162,196.637,1,1
P1147,49.72,119.853,0.906,34.345,1.563,0.5717,78.161,209.895,0,0
P1148,49.314,116.94,1.162,33.386,2.316,0.6904,67.613,217.886,1,1
P1149,50.315,128.741,2.455,37.306,2.459,0.5615,66.018,189.385,1,2
P1150,50.219,120.014,0.931,32.039,1.754,0.5225,73.541,202.463,0,0
P1151,50.438,119.745,1.322,33.081,0.987,0.5346,73.021,199.692,0,0
P1152,49.842,122.213,1.504,30.266,2.139,0.5149,70.34,202.648,0,0
P1153,50.897,122.425,1.865,41.387,4.163,0.6917,55.122,188.494,1,4
P1154,49.732,120.518,1.167,28.601,2.009,0.5165,75.265,199.424,0,0
P1155,47.159,118.653,1.266,36.758,1.521,0.5083,76.292,209.718,0,0
P1156,50.256,117.775,1.709,41.496,2.431,0.6763,53.907,174.403,1,3
P1157,50.064,119.27,2.331,39.433,3.086,0.6054,53.67,170.46,1,3
P1158,49.511,122.545,2.702,37.839,2.386,0.6848,62.873,185.848,1,2
P1159,50.218,121.627,1.298,31.443,2.128,0.5103,81.028,198.201,0,0
P1160,50.485,119.305,2.25,35.241,1.869,0.8114,43.479,195.117,1,3
P1161,49.938,120.825,1.263,31.456,0.986,0.4986,74.762,210.434,0,0
P1162,50.311,115.715,2.59,41.773,3.38,0.7114,62.995,171.81,1,2
P1163,50.666,118.639,1.908,39.844,3.23,0.7124,43.453,180.026,1,3
P1164,49.97,121.387,1.396,36.449,1.82,0.5064,68.801,213.453,0,0
P1165,49.951,124.076,2.043,45.023,4.093,0.5536,63.724,187.683,1,4
P1166,49.719,117.235,1.922,41.915,3.383,0.629,73.398,191.946,1,4
P1167,50.46,113.073,1.566,34.849,2.901,0.5234,58.85,176.202,1,1
P1168,49.765,122.885,1.208,35.961,1.915,0.5038,79.535,203.585,0,0
P1169,49.715,113.999,1.881,46.483,2.752,0.4699,72.852,203.958,1,1
P1170,49.88,119.46,1.04,36.029,1.477,0.5006,79.181,200.211,0,0
P1171,49.958,117.177,1.418,31.622,1.629,0.52,75.905,198.975,0,0
P1172,50.173,120.969,1.138,37.346,1.893,0.5241,81.211,219.11,0,0
P1173,49.991,121.814,1.255,34.993,1.585,0.4633,76.06,205.378,0,0
P1174,49.934,118.3,1.269,27.401,1.51,0.5552,72.57,208.822,0,0
P1175,50.093,121.091,1.185,35.401,1.093,0.505,73.667,202.793,0,0
P1176,49.901,121.645,1.352,34.732,1.928,0.5568,66.861,205.372,0,0
P1177,50.062,121.531,1.05,32.009,1.389,0.4769,77.635,195.565,0,0
P1178,49.876,125.238,2.166,45.466,3.763,0.6634,64.281,173.338,1,4
P1179,50.715,118.5,2.099,42.225,2.437,0.6989,74.905,187.768,1,2
P1180,49.717,117.725,1.424,32.07,2.153,0.4757,77.473,215.41,0,0
P1181,49.801,119.62,1.512,37.491,2.054,0.4838,79.167,204.614,0,0
P1182,49.99,121.574,1.268,32.387,1.469,0.5535,70.436,201.323,0,0
P1183,50.153,120.861,1.252,34.261,1.537,0.5693,72.719,195.746,0,0
P1184,49.885,112.546,1.778,30.823,2.479,0.6177,57.773,170.162,1,1
P1185,49.556,110.716,2.193,33.928,1.85,0.731,71.245,NaN,1,1
P1186,50.559,125.22,1.739,41.448,1.812,0.6891,46.868,204.426,1,1
P1187,50.156,130.073,1.361,46.029,2.128,0.4996,58.18,182.651,1,1
P1188,49.856,118.246,0.888,38.321,1.682,0.5474,80.082,205.027,0,0
P1189,49.985,118.918,1.331,33.188,1.606,0.4945,76.093,205.208,0,0
P1190,49.931,125.958,1.425,43.946,2.433,0.6516,49.772,148.436,1,3
P1191,50.044,117.229,NaN,45.928,4.182,0.4881,73.265,188.514,1,4
P1192,49.364,119.498,2.295,29.254,3.101,0.4867,47.47,176.599,1,3
P1193,49.841,121.616,1.24,34.696,2.257,0.4583,67.92,198.858,0,0
P1194,50.091,116.967,0.928,37.366,1.005,0.5805,84.228,210.911,0,0
P1195,49.885,120.897,1.252,27.988,1.532,0.4709,71.44,197.09,0,0
P1196,50.601,112.534,1.926,40.264,2.32,0.6864,54.926,157.689,1,3
P1197,50.149,124.57,1.175,38.431,1.714,0.5755,73.314,221.211,0,0
P1198,49.859,125.403,2.866,39.279,2.553,0.6363,65.434,172.203,1,2
P1199,49.712,127.221,2.245,40.671,1.65,0.7897,56.422,180.343,1,2
P1200,51.107,113.479,1.536,43.046,2.297,0.4653,54.864,183.968,1,1
P1201,50.222,116.244,2.016,51.824,3.887,0.5158,64.864,207.302,1,4
P1202,50.548,119.606,2.651,49.423,4.069,0.5514,53.41,214.693,1,2
P1203,NaN,107.631,1.391,37.778,3.094,0.6196,59.54,175.096,1,1
P1204,50.038,118.15,1.253,36.981,1.851,0.5124,75.733,196.623,0,0
P1205,49.652,125.396,2.728,43.653,1.908,0.5284,57.459,177.827,1,3
P1206,50.273,117.439,1.384,35.479,1.551,0.5706,72.453,202.346,0,0
P1207,50.087,121.333,1.052,38.251,1.569,0.5627,71.886,202.989,0,0
P1208,49.536,119.386,1.53,29.668,1.83,0.5841,75.849,197.368,0,0
P1209,50.205,122.734,3.476,46.909,2.45,0.6406,68.772,183.457,1,2
P1210,50.014,117.56,2.369,45.502,3.835,0.4936,67.373,153.704,1,2
P1211,49.846,117.251,1.091,29.886,1.367,0.4714,71.859,206.145,0,0
P1212,49.802,122.095,0.932,29.695,1.767,0.5663,75.05,201.711,0,0
P1213,49.889,117.27,1.164,33.297,1.825,0.5713,83.227,202.995,0,0
P1214,49.863,120.388,1.325,39.183,1.51,0.5204,78.302,190.778,0,0
P1215,50.056,118.502,1.012,32.155,1.768,0.4903,75.947,196.674,0,0
P1216,49.915,121.74,1.192,41.019,1.572,0.5067,69.518,201.083,0,0
P1217,50.855,126.015,2.646,41.157,3.076,0.6544,62.541,192.153,1,1
P1218,49.695,123.033,3.421,40.427,1.987,0.5529,58.58,190.413,1,2
P1219,49.937,121.144,2.611,38.991,1.23,0.6251,74.912,186.85,1,2
P1220,49.869,114.885,1.072,34.563,3.047,0.6915,57.973,170.654,1,3
P1221,50.297,117.063,1.526,31.959,1.551,0.429,76.579,205.953,0,0
P1222,50.138,119.419,1.209,36.095,1.26,0.569,74.303,189.795,0,0
P1223,50.057,121.563,1.171,39.475,1.813,0.5303,76.095,217.384,0,0
P1224,50.171,120.799,1.459,39.503,1.439,0.5716,78.992,204.742,0,0
P1225,50.247,118.244,1.777,30.965,3.628,0.5763,60.522,153.382,1,3
P1226,50.069,120.23,1.157,40.264,2.002,0.4928,76.673,218.654,0,0
P1227,50.067,119.009,0.933,33.679,1.651,0.5112,78.119,203.547,0,0
P1228,50.084,117.305,2.325,50.116,5.449,0.632,56.946,178.529,1,4
P1229,49.942,119.582,1.059,37.756,1.48,0.5004,77.124,203.284,0,0
P1230,50.183,119.29,1.533,35.301,1.387,0.5,74.088,206.37,0,0
P1231,50.1,120.23,1.514,33.202,1.758,0.5582,NaN,202.416,0,0
P1232,49.421,123.612,2.137,38.734,2.998,0.5297,73.05,231.734,1,1
P1233,50.083,122.602,1.321,35.236,1.623,0.4611,74.441,206.342,0,0
P1234,50.007,121.181,1.049,29.949,1.038,0.5072,78.206,207.589,0,0
P1235,50.049,120.353,2.041,36.338,5.021,0.6533,65.452,212.496,1,4
P1236,49.928,122.27,1.551,35.875,2.492,0.548,57.279,199.732,1,4
P1237,50.157,120.066,1.289,36.279,1.403,0.554,71.157,205.496,0,0
P1238,50.388,118.049,1.312,31.877,1.576,0.5362,79.75,199.453,0,0
P1239,50.196,121.52,0.838,34.001,1.738,0.507,78.719,190.261,0,0
P1240,50.071,119.92,1.262,35.349,1.785,0.5578,76.768,209.952,0,0
P1241,49.669,119.932,0.954,35.984,1.887,0.4639,71.584,200.725,0,0
P1242,50.067,117.498,1.312,33.635,1.998,0.5464,79.187,203.854,0,0
P1243,49.88,120.928,1.184,35.386,1.233,0.5084,77.676,214.318,0,0
P1244,50.214,122.917,1.312,34.693,1.679,0.5153,76.484,195.838,0,0
P1245,49.767,117.241,1.276,37.659,1.217,0.4762,76.755,202.966,0,0
P1246,50.485,119.959,2.456,24.66,2.546,0.6391,46.056,168.913,1,3
P1247,50.147,125.627,-1.164,43.537,2.761,0.5793,58.836,202.759,1,2
P1248,50.253,123.954,2.635,31.028,2.535,0.7228,70.759,192.305,1,2
P1249,49.82,120.646,0.858,39.429,1.067,0.5109,67.547,203.65,0,0
P1250,50.002,120.589,1.365,32.731,1.839,0.5559,73.52,200.733,0,0
P1251,50.194,119.148,1.873,32.24,2.393,0.6081,38.517,209.49,1,3
P1252,49.898,118.265,1.129,35.338,1.043,0.5071,72.169,211.792,0,0
P1253,50.194,118.715,2.893,39.074,2.329,0.7495,71.03,196.06,1,2
P1254,50.04,121.443,1.311,30.622,1.658,0.5117,76.892,203.415,0,0
P1255,49.632,113.302,0.869,36.08,3.35,0.5698,57.699,196.125,1,1
P1256,50.038,119.986,1.179,34.461,2.105,0.5375,79.329,206.13,0,0
P1257,49.888,117.539,0.929,31.104,1.413,0.5017,77.48,193.414,0,0
P1258,50.35,116.969,2.546,42.514,2.911,0.485,61.631,188.732,1,1
P1259,49.737,123.418,3.168,31.254,1.65,0.7708,79.686,184.286,1,2
P1260,49.98,120.371,1.255,34.404,1.616,0.5216,76.903,198.679,0,0
P1261,50.197,121.778,1.583,38.212,2.098,0.5253,82.686,207.565,0,0
P1262,50.705,117.812,3.383,42.669,2.34,0.5939,65.7,190.861,1,2
P1263,49.852,121.649,1.722,33.02,1.726,0.5294,79.388,197.433,0,0
P1264,50.241,113.246,1.905,37.324,3.83,0.6294,74.701,188.043,1,1
P1265,50.119,116.681,1.594,34.519,2.334,0.7386,49.063,147.278,1,3
P1266,50.287,117.667,1.967,48.282,3.454,0.5457,63.488,185.969,1,4
P1267,49.997,116.295,2.303,44.644,4.082,0.4939,60.898,NaN,1,4
P1268,49.836,120.411,1.38,33.608,1.63,0.4168,74.143,212.624,0,0
P1269,49.784,119.941,1.008,36.791,1.512,0.5555,76.149,202.668,0,0
P1270,49.766,122.303,1.191,31.516,1.446,0.5674,74.309,204.199,0,0
P1271,49.8,120.894,1.425,35.83,2.035,0.4573,80.07,205.658,0,0
P1272,50.335,119.215,1.717,34.953,1.476,0.5756,75.096,201.593,0,0
P1273,49.699,122.499,1.367,41.373,3.148,0.4878,64.929,171.283,1,4
P1274,50.19,119.459,-3.536,37.239,2.083,0.5439,70.37,212.61,0,0
P1275,50.031,120.454,1.132,35.492,1.873,0.5147,71.99,218.056,0,0
P1276,49.664,124.068,2.659,40.736,-5.29,0.6413,75.856,181.864,1,4
P1277,50.681,113.565,2.032,32.771,2.829,0.6057,68.771,195.261,1,1
P1278,50.449,115.292,1.377,49.725,2.839,0.7075,66.09,187.688,1,4
P1279,50.202,122.563,1.919,45.064,2.886,0.6964,60.715,194.77,1,1
P1280,49.864,119.979,1.015,35.297,1.291,0.5592,80.66,199.501,0,0
P1281,49.92,118.748,1.31,31.614,1.407,0.4971,73.938,201.998,0,0
P1282,50.219,120.068,1.342,29.926,1.603,0.5353,81.463,203.005,0,0
P1283,49.987,121.433,1.182,33.731,1.299,0.5099,74.323,200.847,0,0
P1284,49.679,113.93,1.84,52.485,4.427,0.6809,68.276,NaN,1,4
P1285,49.435,128.886,1.92,47.421,3.077,0.5527,71.555,218.573,1,1
P1286,50.469,111.582,2.069,29.792,3.669,0.587,55.604,173.273,1,1
P1287,49.913,120.509,1.586,37.179,1.315,0.5315,77.568,211.041,0,0
P1288,50.17,121.324,1.333,32.066,1.944,0.4996,75.832,206.782,0,0
P1289,49.783,117.581,1.482,51.804,5.813,0.6192,44.996,179.969,1,4
P1290,49.894,119.658,1.722,31.456,1.888,0.5482,75.663,208.061,0,0
P1291,49.94,118.476,1.181,34.938,1.485,0.5453,72.915,196.652,0,0
P1292,50.063,116.013,0.955,32.077,1.282,0.5389,71.598,204.588,0,0
P1293,49.826,118.955,1.341,33.107,1.198,0.5082,80.542,199.32,0,0
P1294,49.8,113.283,1.904,39.331,2.293,0.7946,64.484,204.337,1,2
P1295,49.959,122.68,1.343,32.404,2.356,0.547,76.579,207.243,0,0
P1296,50.753,122.838,2.017,46.851,3.504,0.632,66.917,148.936,1,4
P1297,49.358,113.083,1.879,34.325,2.807,0.6632,67.948,157.501,1,1
P1298,50.173,119.936,1.491,34.037,1.204,0.5286,76.038,206.487,0,0
P1299,50.437,119.906,2.083,42.49,1.316,0.6734,65.396,183.773,1,1
P1300,50.166,118.406,1.5,36.359,2.263,0.5009,76.676,200.739,0,0
P1301,50.288,123.031,1.524,33.104,1.42,0.5233,75.705,210.75,0,0
P1302,49.739,119.272,2.418,33.703,2.582,0.5125,63.794,221.414,1,1
P1303,50.043,122.137,0.943,35.378,1.759,0.4998,79.504,202.867,0,0
P1304,50.368,115.632,1.226,38.833,2.643,0.6322,60.287,158.144,1,3
P1305,NaN,117.452,2.388,41.722,3.968,0.3398,72.859,203.189,1,2
P1306,50.133,121.83,1.132,39.096,3.308,0.5752,41.142,137.977,1,3
P1307,50.441,121.638,1.306,31.029,2,0.566,74.732,202.747,0,0
P1308,49.898,118.197,1.513,36.387,1.444,0.5491,82.077,203.235,0,0
P1309,49.97,123.708,1.314,33.549,1.257,0.5478,78.941,202.569,0,0
P1310,50.099,121.508,1.595,31.153,2.033,0.5001,77.156,202.66,0,0
P1311,49.882,117.718,2.692,40.381,4.012,0.466,58.533,186.398,1,2
P1312,49.996,120.056,1.304,34.01,1.062,0.5541,69.447,210.731,0,0
P1313,49.691,118.819,1.516,45.688,2.693,0.5981,63.522,158.712,1,3
P1314,50.08,127.317,2.325,35.063,2.559,0.5937,63.913,184.522,1,1
P1315,49.395,117.57,0.978,36.438,1.883,0.721,59.319,178.41,1,1
P1316,49.999,121.241,0.917,32.426,1.69,0.5911,78.595,200.578,0,0
P1317,49.765,118.623,1.548,35.828,2.043,0.506,73.591,197.631,0,0
P1318,49.987,118.856,1.862,35.154,3.624,0.6425,60.689,193.847,1,3
P1319,49.829,121.97,0.766,35.372,2.198,0.4664,76.542,197.798,0,0
P1320,49.882,117.629,1.829,32.516,2.807,0.5113,54.927,177.182,1,3
P1321,49.911,120.115,1,34.487,1.355,0.558,73.833,203.603,0,0
P1322,49.913,119.777,0.754,32.614,1.85,0.4732,80.746,209.539,0,0
P1323,50.071,120.317,1.33,34.544,1.483,0.547,72.528,208.094,0,0
P1324,49.962,120.588,1.33,33.93,1.17,0.5356,79.737,194.278,0,0
P1325,50.166,119.931,0.773,35.17,1.863,0.5349,69.947,209.433,0,0
P1326,49.607,123.101,1.845,29.83,1.758,0.5366,58.753,184.247,1,1
P1327,50.273,121.507,1.266,36.262,1.748,0.5366,75.667,214.402,0,0
P1328,49.956,120.705,0.92,38.803,1.83,0.5261,76.103,204.721,0,0
P1329,50.074,123.837,1.281,33.622,1.617,0.5701,75.301,204.902,0,0
P1330,49.719,117.055,2.347,34.797,2.363,0.6513,72.528,186.229,1,2
P1331,49.722,121.621,2.143,37.544,2.606,0.7944,45.732,214.668,1,1
P1332,49.996,119.606,1.222,35.571,1.363,0.5072,80.14,195.886,0,0
P1333,49.673,121.184,1.198,31.672,1.865,0.4661,75.394,204.172,0,0
P1334,49.75,118.967,1.531,32.828,1.695,0.5194,75.701,191.433,0,0
P1335,49.789,124.205,1.743,50.472,3.737,0.6484,51.685,NaN,1,4
P1336,49.891,120.486,1.375,33.031,2.102,0.5288,77.897,217.101,0,0
P1337,49.798,113.352,2.894,34.158,3.862,0.5805,77.292,190.784,1,1
P1338,49.917,116.085,1.688,43.324,4.268,0.5007,70.95,188.729,1,4
P1339,49.875,116.347,1.372,34.08,1.637,0.5634,77.091,208.36,0,0
P1340,49.903,119.868,1.32,32.862,1.582,0.4723,77.975,208.011,0,0
P1341,49.736,118.782,2.815,41.876,3.843,0.6717,75.496,171.811,1,2
P1342,50.098,120.932,1.66,34.865,1.469,0.4774,74.881,198.777,0,0
P1343,50.4,124.277,2.181,38.056,1.981,0.5769,54.612,199.032,1,3
P1344,49.993,125.511,3.259,43.726,2.833,0.7246,51.628,176.692,1,2
P1345,50.695,116.046,2.611,28.19,1.61,0.5677,58.064,141.637,1,3
P1346,49.978,120.258,1.323,28.952,1.2,0.5687,69.192,197.653,0,0
P1347,49.86,121.09,1.015,31.551,1.378,0.4615,75.806,202.616,0,0
P1348,50.095,123.403,1.932,39.497,4.595,0.6501,58.57,154.635,1,4
P1349,50.167,121.608,1.116,37.869,1.997,0.5288,75.342,198.584,0,0
P1350,49.835,121.703,1.155,36.135,1.5,0.5051,71.74,200.414,0,0
P1351,50.559,124.189,2.002,52.293,3.615,0.6018,52.106,189.261,1,4
P1352,50.331,117.23,2.147,28.697,2.741,0.4888,61.835,205.342,1,1
P1353,50.367,126.764,1.311,43.401,2.441,0.5557,47.127,174.754,1,3
P1354,49.981,118.276,1.023,37.508,1.358,0.499,76.118,191.457,0,0
P1355,49.947,120.72,0.876,32.923,1.515,0.5696,80.336,217.52,0,0
P1356,49.808,119.473,1.399,33.362,1.694,0.4994,80.925,206.473,0,0
P1357,49.864,119.668,1.072,32.987,1.964,0.4873,76.709,198.007,0,0
P1358,50.076,120.796,1.441,30.508,1.021,0.6025,73.118,210.634,0,0
